sentence_id	sentence	sentence_domain	source
56667c1ad76004be026d5dd51e70a458cb7646844ab43a161f025f07982969ee	Όχι, όχι δε χωρατεύω!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
567ab4aa4118a902e7912b08827b13cb02db544925c492a67997f6942466eb4b	που δεν εννοώ ούτε τας επιγραφάς των		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
567beb5b79d8b5b056afbcfe49991435ce6a52d0511861a0977b9bafe32fc7ea	"""Πού πάτε;"", ρώτησε ο Σταμάτης."	general	Αυτοαναφορά
568cd1dcae3a55c69c56636d7bd1f3469fc2621d415295d2db8233a60cd7b1ff	Μα αυτή τη φορά θα τιμωρηθεί!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
56af10db852e93dc245abeb1b5e52dc779fc7f7f5c15052564a24ad0cbe48a50	Δεν τον φθάνω, κρέμεται πολύ ψηλά.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
56b7929bc5df3260138d132f14b108fa74d5e75b3da78ae4b63b8c5046283bc2	ρώτησα πνιγμένος από το καρδιόχτυπο.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
56f67e9a251489a48c7ec3159c107f819755e993954ff21c5a1d3ce8d4b7d8e6	μένουμε έκπληκτοι για το πόσο οι αναλύσεις αυτών των γνώσεων και των διαγνώσεων,		https://www.openbook.gr/oi-mythoi-mesa-mas/
56f9f69bcd6616b27ea8f8959aacd2c82c7833efb53468e11cd19e01f590adb2	ρώτησε γλυκά.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
56fe426fed8f5630ca585498c7ca838ef1fec5b8ba9c9f7523b392da05a48814	Τι θα πει καλντερίμια;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57071fd576ba961ff4e61cef2a20b482409d1735e347bb7aa662c06f2292213e	Στα πλαγινά διαμερίσματα στέκουνταν άλλα δυο άλογα κατάμαυρα, ο Κεχαγιάς και η Αστέρω		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5718db9355aedcab22546d1394fa9abfcaca5532b73d00d03176d55f27d7785b	Άλλοτε λειτουργώντας ανταποδοτικά και άλλοτε επισύροντας την δέουσα τιμωρία.		https://www.openbook.gr/oi-mythoi-mesa-mas/
571ac801cc82babb7b0a786f3bdb43f8551d9bdef7a567c285cc83d061ac49c4	Ο Περικλής		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
571f75cd54fb5c41db4d3776b6d8dc815af565ac7e0a802636e453d1012d9bb3	Κι εκεί μου έφεξε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
572519924a5e06f6acd15a0e4b9f982f2689df3a952bb0a85b2a1748035cf310	Και μέθυσε κι εκείνος, και μέθυσαν και όλα τα άλλα άλογα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57409578422f4779de4abfd5898dc601fc5e47cf50aa6a4b659c3b51a5e61787	έκανε στενοχωρημένος ο Μήτσος		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
574b8119a221c101b6ce05a4ebb3b2c764e9bac7f8c061fca2a996f3c0eba2f1	Τα παιδιά εκείνα γεννιούνταν, θάλεγες, ηρωικά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
575b2227e9b2987ff4fc7573c9920fe78fc4563335043a172d67fc9088bc65a0	Και καλά είναι να μην ανακατώνονται, γιατί ποτέ για καλό μας δεν εργάστηκαν		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5764b7690b21ccf89a37b350bb8f71e967da3c555c24f751af368d1bd68a6878	Όπως ο νόμος του Χρόνου, του Χώρου, της Διαδικασίας,		https://www.openbook.gr/oi-mythoi-mesa-mas/
57650a66e663ce3ba02e558eba8021738f79b6f5ffd49dfdbd692b096d6f88d9	Πού τ' άκουσες;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57775e691f11d32e5988df50eb0f4b57cfca97d6ab35621d413e07ce1beb48e9	Βοηθήσαμε κι εμείς, πρόσθεσε η Λίζα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5777edb956b24c39d95a723451b67bf4d2fd3d48e6b2baf61f8fe01b395b0133	Μα μου σφύριξε ο Λουκάς, κι έφυγα τρεχάτος		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
577f9fdc22a2e2ccbbbea81a13ec64e237fd470c26fa1685ea9a73c867629f3e	Πρέπει κάτι να κάνω κι εγώ, είπα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
579bb848458f0eff4a49b8c5eb3f13aa5e68af10138dfdb584327f37042bc79b	Μπορεί να έλθει μέσα;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57a5e2d80e8d42802b056fdd469a5d595e5c0ee1b76e8cdcb793c11728158b78	Στείλε μόνο ένα σαΐση να μου φέρει αμάξι αγοραίο		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57aa705b62af6fcb1a083c16726521295387d7ed7ee95fcbb05513eb9e13656f	Μα όλο άσχημα λόγια μου λέγει.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57b3b03a82ce649d273fde2fa89c34be7a7a621ccb6748b642c306a2eb6d9abb	Με την ευχή μας όλων, πήγαινε, κάνε το καθήκον σου.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57c1664a7e2f0301d7144944c1e8d96484651538e6f89d29cf16f5873a5ae2b7	Μα κι εγώ γι' αυτό απορώ, πώς παραφέρθηκε έτσι, που είναι τόσο καλός άνθρωπος!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
57c97d691e6aee7f3607bffb93f4bf9a59121527262ab58b8a9bc70086c5e392	με τις δοκιμασίες του στους Σταθμούς Σύμβολα		https://www.openbook.gr/oi-mythoi-mesa-mas/
57e298a7c068f60a24d78b7a0b1afd73b14ccc5b59b0a18e29d21d3f80256fb6	τόσο που να θέλει ν’ απομονωθεί με το πιάνο του,		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
57ede91521a07b842165bc76d0d8e513d8b1659115f4f09eba0c2054dce5262b	Απομακρύνθηκες εσύ από τον άγριο λύκο, και από τα φυσικά ένστικτα του σκύλου		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58067921f92018bfd6d177768dc069e851534ea21e0582fe74b13a526ff8be16	με ροή του πετρελαίου που δεν θα είναι από τον βορρά προς το νότο,		https://www.openbook.gr/poio-to-mellon-tis-alexandroypolis/
582ec4b4e03c5b083b9f700ba3253559ac93658ab7176ab1a961aa9f124a604f	Αισθάνουμουν πάλι ο παλιός εαυτός μου		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58301fd1d64c19b70738df9bbfad9a11e2bd65522c6195cf2552f2404b22880c	μορφές αναγνωρίσιμες που δεν παλιώνουν,		https://www.openbook.gr/oi-mythoi-mesa-mas/
5837f1bd34e9a63236768b691992905f131ae6f19e2ee22baca54043c9db66c6	Ο Χρήστος έσφιξε το χέρι του Λουκά και του είπε:		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5839d7de7c371d4386ee6e4c0c54f0c2aea2f6cd4e5647b815cf44c8a154afbb	Κοίταξα τον Αφράτο		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
583cb0be49d398d2e7e749902d97020b1053f0dfa2dd3ee120fcb97662c80a23	Το φαγητό ήταν έτοιμο φυσικά πολλή ώρα		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
584b9d86200a4210f6e4ac72b98833a7f3685d38ecb8c2eb409c2b0bd5b5410f	Διέκοψε τις απορίες μου η Άννα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5853d63dc2980a386a52d7fa45a07831196e7e0f4d95040a6d1ed8fb4a417686	Τους γνώριζες;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5854b2a75d5b634231b7f9e711c6a28d26d731ab1a29c699071b559a8638aea3	Ναι, παιδιά μου, είπε σοβαρότερα ακόμα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
585b0ab0b0a5781fdcf166207c39e6fb7019c67ea46efe664ee62bc4eaf0077f	αναφώνησε όλο και πιο νευρικά η κυρία Βασιωτάκη		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5860e10d668034ad7a7270d11f4dca8593a4ae57e6c2d49e85c5d076c114f789	Αυτές είναι θεωρίες των ανθρώπων, κι εγώ απ' αυτούς τα έμαθα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
586766afad56a64a06dee606a46052d963adc8d483cf32e9febc7344482026bf	Με το σπάγο του ψαρά.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58798e43737acbd9f26048cc75fdd0c86a7f05309bc39646ac1ee095227b49a3	Είναι κομμάτια της ύπαρξής μας.		https://www.openbook.gr/oi-mythoi-mesa-mas/
58800b1cb47a993d14f0f925ce2b208fb3c4b5bf842ba697bd1ebf387cea1caa	Όλη η εβδομάδα πέρασε σε προετοιμασίες		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5899c050f1c4ce68f831aa73676bbd410ca3d84a5cf589dfaaa72849e595bf49	Δουλειά δεν έχουν στα μέρη μας οι Φράγκοι, ούτε ξέρουν τα δικά μας όνειρα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58a61ddfea325bad9c276af9ab7e1a569f200f198fcf8aa8446c3feb01672ebb	Τριγυρνούσα μέσα στην κάμαρη		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
58bbfee5195eacb445218192239d87627f3bc4c44e19b877375b83cc5a209d0e	Τους είδαν οι Άγγλοι και τους έσωσαν.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58c6355f10ceba5dd2cae431d42fe5037624bd1516f2cfbb17d95be0aad69dc5	Μέσα στο σκιερό διάδρομο συνάντησα όλη τη συνοδεία και τον ανηψιό.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
58d50cbecb4c0cd0d0167409207de63c838008e3b653339628349dae0a03dce2	Τίνος είσαι;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58d7cf649e617742af116ba1eee81b05896659c50027dffeb1ba39824ae69ba7	Μπράβο		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58dbc61a449a27d9b1112825e781fbe799c6ce1cb57df6bb98bd1ef07a6ecdb6	έκανε ο άλλος		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58de1fe484570dd9ef36e27b4701e8b7365f04c81460f61abd42dfcf12a3a2af	Ένα λαφρύ κλάψιμο σκύλου μου αποκρίθηκε		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
58fa61741f7ba9daa8001cd17088a740dd1830c006b2c0667a6bedc462ee722a	Μα σαν πεινάς;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
59004aa15a8f7d4ef17474dd2cae0743ddc3b3ad79fa5db6f532d60d7b6e8a2f	Ο Αφράτος με ακολούθησε με λυπημένα μάτια.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
590bfeec0b3e0ea79ad9d8fceeff0f7269b87cc647be4c6cd264ecda1a6ef223	και είναι υγρή, είπε.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5917e18f3fd57bf68f0734341640219405b5995ba6566579a54b68125873ebd9	Αγαπά τη μελέτη, γράφει στίχους και δράματα και μυθιστορήματα		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
5923da681b6c69ec5fb772073a8abade276d46c9f490c6a8ce85962c2d04eed3	Μπαινοβγαίνει στο παχνί μου και δεν ακούει από λόγια.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
592b6754edf88809d814c1365d50f0995bf55be68ce857d7250b336b64d8b5da	Το νοστιμεύθηκε ο Παππούς μου και του έδωσε μια δεκάρα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
592e501eb670b2bd437bca3b4b182c8a030ef80fe7438ac27270d533e84d85f2	Μα τίνος είναι ο σουγιάς αυτός;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
595ef16d94d062912ed64511cf86742a3991a6ab2eab9b922e5d6bc382bfe587	Πώς αδύνατο;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
595f49ac84a84006b0b2fc4eb4581fdcb655aca0cbefcaa7ee29d00d384b7dcb	Φύγαμε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
596049fa4392429c09764d5cbdc6ea74d832504b07d4e04c18b951a5a9bf0a7a	Τάχα εμείς δεν έχομε ηθική;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5967668d345b6f80a6c4934ac24b35fd986090d8ca58e54341374cbd08ef2683	Φύγε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5970ca97f4ee62efcf9d7510c5b47bade84a25f047b73c196a7e90fefd9df136	Βέβαια ξαναπολέμησε, αφού παραβρέθηκε στο Μεσολόγγι, στη δεύτερη, τη μεγαλύτερη πολιορκία		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
597608c3bdbaec2088683b0ed0d3a781be4e4cd44826ee6859a0f61647ad51e5	Σαρδελίδης.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
597c74d65319eccfad8bcd222209229957ae257d0034251475836072f11ce622	Καλώς μας ήλθες.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
597fa52ecfee08d5b4631e6dfd97c350121cbab943e5ca3cb44bed1a02499575	Μα θες πολλά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5985be4d84d2f585105bdce3a23e038555b51d267c525ca34e064d252432072b	Απαντούσαμε Αραπάδες σε κάθε βήμα, που μας κοίταζαν με περιέργεια		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5986ddf2633be21ccfc458b7dc43762a89db3ceccf417c00b572f89d08b6ff54	Ήταν κι εκείνη λυπημένη, και του χάιδεψε το κεφάλι.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
59adeffe89e26eb1d8709e5965b0f88e7cb5ca1478d774ad710597e9099d5d83	Με την άκρη μιας ρίγας έκανε έναν κύκλο στο χαρτί και είπε:		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
59bab4405efd44f2cbd32558e60a41a61c1d9ddef3550c2e4f6c499974f78ce2	Μετά το αποδεκτό Οιδιπόδειο σύμπλεγμα		https://www.openbook.gr/oi-mythoi-mesa-mas/
59d41f97b48a99f54bea43fd6ec978fef2cd8856c8d91ac5ed11e5512851cddb	το ίδιο ίσως βλέμμα που θάχε ρίξει και στον άντρα της		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
59d523379a3a8447df763e8f238410a0ce9ad8ef8daa2b5a1699337655df18b0	και μου άρχισε -από κει πάντα αρχίζαμε- τη διήγηση των παθών της.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
59dfd2b5af63d30e06721816ec7a7ec8700ef250f89e5ba5a60acf29629284ff	Την ίδια ώρα κατάφθανε και η Γιαγιά από πάνω, με τα τρία παιδιά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
59e0383af1b9294fdaf880dfde6376493b283c62825bc249fb7894d581bf99c6	Όπου και νάναι θα έλθει η Ματμαζέλ για τον περίπατο.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
59edf68f6275034969d92a566053e4e81689699faade954361234a24e3c28404	Το υποψιάζεσαι όμως για τον αδελφό μου		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a003678507a6a69bccaf80b0b7a7aced989b9f3c2133f1e591c8515779b8ee4	Πάμε, Μαμά, να φύγομε!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a00c207dea8745a5e76e285d64f29c947fdcd83f3830a062245a67c2d0d4662	Τι να σου πω, μου φάνηκε πολύ ευγενικός!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a06558342437b275db3d61c59b10d966fc4247f7e0fd17f2c2c8c13e2db35db	Καημένος Αφράτος!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a19227c61dde55a9babbc0874acb1b96cc31780356be1567980d789fd91429a	Τωόντι, μου είχε προσφέρει ο ψαράς μια βούκα, όχι όμως και το μεγάλο κομμάτι		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a351a0928564e8be6892ed6c813adcfebdfb166cf6b268bc4ff64f51ef3809a	Οποία ευτυχία, φιλτάτη μου κυρία!		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a40f0565b4f6cbe9f75f8eac31852357ce70de8f1b2d9ba731bd06f0356a64f	Μα αυτά είναι τα πολύ τυχερά		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a44c1683b42db98a6ca544e00059099be78dbffed7e1e46f107774b008d8626	Μας τον έφερε ο Περικλής		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a454fc47a5eba180f3a6c51f21fb8f9b2a20fed84d87e7bc5366c9a7c4322d6	Ήταν γερό		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a46ef942c01139011edbc594a108e1db31b2a1fff4785feff2269f66bcc84d0	ώστε η παρουσία μου φάνηκε πως δεν της έγινε καθόλου αντιληπτή.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
5a5981c2f195fcc03f99ccebe8529e560c557ae70f8982ea5b2e14f19e2a4459	Όχι, δεν μπορώ.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a65c7a8abe19dbfb45930fb8dfba82061ba3c67fe99c2d43ed19dde6de48ebd	Ποιος τόκανε αυτό;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a66bfb1383fa683f0250a8a27431bd212887d7fa1fa57e19a16d8e68df8ed5d	Και μόνος του τον έπλενε και τον βρούτσιζε ο αφέντης.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a83649f67dbd9b603e9703e4b97380e79b303e1afe279b1132a2bb29689f569	Δεν είναι ψέματα		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a85611fa7841ff52fe0cc5fb188294919813760f320d92906ea2555afde3f3d	Ο Βασιάρης όμως πείστηκε		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a8a4edd35f987c8610e4b298e60cb127f36e46bad1ef08e2bd16b21b8a82556	Είχε κουρμάδες, θυμήθηκε έξαφνα κοκκινίζοντας		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a8e91c7c1d3a8762707eb5a991b8364461c0dbc23db45d7baa47efb889a4355	Δεν είπε.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5a9b882973c8cf9a6797cbca59b39563c5c9d8b066b63273620b503217e29347	για να μου ειπή τη βαριά φράση: Είμαι πολύ δυστυχισμένη, αγαπητή μου.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
5ac84b15900588928c1d80cb2919cdd162d8869f51e1be6c226a5f2192fdc185	Ο Λουκάς εννοούσε να ξεμολογηθεί τη χαρά του σε κάποιον		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5ad443acd6e66ec975cd26122d7d00e66689c66adb1608115e598d94df1a2ea4	Μα θυμήθηκα την κυρά μου, κι έχασα πάλι το θάρρος μου.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5addf141faeeef8b5d399fe572632bfc2d159722ec35b829441f8680f9eac230	Ρόδης. Λεωνίδας Ρόδης. Της αδερφής του άντρα μου παιδί.		https://www.openbook.gr/atitlo-mythistorima-maria-polydouri/
5b11a8588570e76507e6ca29812ad3ddbe00913c9f7bc95721608892966134e6	Κοίταζα ν' αρπάζω τις εξηγήσεις της Γιαγιάς, για να του τις μεταπώ ύστερα.		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5b31049f9420f0c5eecac7d5f63da1ac16e66f550101cc0ca72c07cb9b04622e	Τι σου είπε;		https://www.openbook.gr/magkas/ public domain book / ?? ???? ??? ????????? ????? ??????? ??? ????? ?????, ????? ????? ???????? 70 ??? ??? ??? ?????? ???
5b3cae89b6600e834942d86e3592ef8c4822dbaa521bfb3829d46a30081839cb	γιατί καλλιεργήθηκε από έναν μεγάλο αριθμό ποιητών, αηδών και δημιουργών.		https://www.openbook.gr/oi-mythoi-mesa-mas/
